Handle,Wallet,IsVerified,TweetTimestamp,CommentText,TweetURL
"@Airdropsbob","CW2fmXKnr4A2zrQvzqYpSBTHvx4ta2hM7XZQg8rSLGns","FALSE","2026-08-12T06:57:00.000Z","CW2fmXKnr4A2zrQvzqYpSBTHvx4ta2hM7XZQg8rSLGns",""
"@jegersthh","7a1eNA69LqMNPrF33fuQixxKzDB3yWC5L2fnxxoNDTSN","FALSE","2026-08-12T09:20:00.000Z","7a1eNA69LqMNPrF33fuQixxKzDB3yWC5L2fnxxoNDTSN",""
"@Belottinni","Hvr5cHEMygD4Rpq2dGTLyTPaQx5LuU3wcZDMEppNL3Dx","FALSE","2026-08-11T16:56:00.000Z","Hvr5cHEMygD4Rpq2dGTLyTPaQx5LuU3wcZDMEppNL3Dx",""
"@BrookBee_17","4Xy5BhmSeukc7DCWgj5ryVAtbi7nmYJcz51rhRrYEYCk","FALSE","2026-08-11T23:48:00.000Z","4Xy5BhmSeukc7DCWgj5ryVAtbi7nmYJcz51rhRrYEYCk",""
"@leonardoduko1","6jCopebwob2gqkZdfDrkyb4Cn2oWe3mDqtB64og2VDvB","FALSE","2026-08-11T17:32:00.000Z","6jCopebwob2gqkZdfDrkyb4Cn2oWe3mDqtB64og2VDvB",""
"@aimushara100","7mzxtA2apzMXHv6ohVsf3BdJKqiZibKegatXcSwJ4gTY","FALSE","2026-08-11T17:22:00.000Z","7mzxtA2apzMXHv6ohVsf3BdJKqiZibKegatXcSwJ4gTY",""
"@damian889346","48m9K8jf6369pnj8Nka7AEyFKPar7j18iNb2G3vQDvbA","FALSE","2026-08-12T01:59:00.000Z","48m9K8jf6369pnj8Nka7AEyFKPar7j18iNb2G3vQDvbA",""
"@AmmarEv10","37JDwoZLcAHKog7TgJ6qgiJrafX3wMNpcDbkghb6Weid","FALSE","2026-08-12T08:32:00.000Z","37JDwoZLcAHKog7TgJ6qgiJrafX3wMNpcDbkghb6Weid",""
"@jalindar55","3eMKZNR3CXjNMXeqfWgfHcz6ygHo2f4mxsu2XcjW9d64","FALSE","2026-08-11T18:25:00.000Z","3eMKZNR3CXjNMXeqfWgfHcz6ygHo2f4mxsu2XcjW9d64",""
"@The_kid214","GLQmhHaRQqfSVgv5c9LGoN7ieZcHXHvZEB2AcSa3CBKZ","TRUE","2026-08-11T17:16:00.000Z","GLQmhHaRQqfSVgv5c9LGoN7ieZcHXHvZEB2AcSa3CBKZ  Helo my bags bro 😭😭😭",""
"@bitcom01","BW1de6rF7YQFiefLC9veSYMZfE18BxHYT77jSdTy9kEm","TRUE","2026-08-11T18:51:00.000Z","BW1de6rF7YQFiefLC9veSYMZfE18BxHYT77jSdTy9kEm It's Rad",""
"@Mason01x","9TrgM86PpYj5f4s8F2KJh4Vup6m5Rvjpe8rse9r2exRM","TRUE","2026-08-11T16:38:00.000Z","Drop me bro   9TrgM86PpYj5f4s8F2KJh4Vup6m5Rvjpe8rse9r2exRM",""
"@YoungJohn_004","9C4ZKVBUdjHVYT7p3ksDDZfHXtHFqZNNsoEVsT2qCdr3","TRUE","2026-08-11T20:10:00.000Z","9C4ZKVBUdjHVYT7p3ksDDZfHXtHFqZNNsoEVsT2qCdr3",""
"@Godwillinq","FHJBUTs3YwNFRX4WAKBFArjX6vCpFeZwqYV1q6HhjmzV","TRUE","2026-08-11T16:43:00.000Z","been supporting rad , hoping the universe would make my wish come through by getting my first win from you , thank you and also 41 days of bagworking $ansem with 268 posts   FHJBUTs3YwNFRX4WAKBFArjX6vCpFeZwqYV1q6HhjmzV",""
"@WhishesBoy","3Sk4xFrQufhf7Z1xZx6kfi3ugjDGrvixLErmH2tKQnHf","TRUE","2026-08-11T18:40:00.000Z","Thanks rad ,lemme hold $ANSEM  3Sk4xFrQufhf7Z1xZx6kfi3ugjDGrvixLErmH2tKQnHf",""
"@vangoghsx","AgJjZqkLU4KCJbEJ55noFsvAC2kreRyeboaYk8M6HSai","TRUE","2026-08-11T16:40:00.000Z","it seems only holders have a chance.  I'd hold if I had some too :(  AgJjZqkLU4KCJbEJ55noFsvAC2kreRyeboaYk8M6HSai",""
"@abiola_turner","END4iP51AaYBJrGSAJwQRv3YiRM6QQF8JtiBjnTsa9X3","TRUE","2026-08-11T16:39:00.000Z","Please man Been so active  I’m gonna hold @RadTrades_   END4iP51AaYBJrGSAJwQRv3YiRM6QQF8JtiBjnTsa9X3",""
"@Mac3eee","EUQvdHJT1iA9k1ZGT14k3uVPAEiZd9Zvj4fHfUdL5LbP","TRUE","2026-08-11T16:41:00.000Z","been very active on you,,, can i get sum drop? thank you rad 🫶  EUQvdHJT1iA9k1ZGT14k3uVPAEiZd9Zvj4fHfUdL5LbP",""
"@DegenFlOwX_","DoNeEnDz1MoPxmZmgyJCSdzGTdRu5MpqLYs614hGfVv5","TRUE","2026-08-11T17:23:00.000Z","You’ve been an incredible support to the community  ❤️ Really appreciate everything you’ve done for us 🫶🏻 Hope you keep winning and have even more success ahead ✨  DoNeEnDz1MoPxmZmgyJCSdzGTdRu5MpqLYs614hGfVv5",""
"@DannyYhoung","AdrARjhz1UVXy3KAWPowPSEx4pSzCp2SwLkxJJ7ptCMy","TRUE","2026-08-11T17:15:00.000Z","thanks Rad…would really appreciate a win here   AdrARjhz1UVXy3KAWPowPSEx4pSzCp2SwLkxJJ7ptCMy",""
"@Samdav0","JBUNype9yLXg5CjmPvagTURsvUh3XQvnTrE7HYnbYGYx","TRUE","2026-08-11T17:15:00.000Z","JBUNype9yLXg5CjmPvagTURsvUh3XQvnTrE7HYnbYGYx  Thank you so much have always been an active follower on your page both post and replies  Manifesting your blessings I promise to hold and bag work harder",""
"@Crypto_Hashira1","D9L8Uhsrks9UhKD3ATyeTX43eiobW9VkEVYc2Xk5sdwF","TRUE","2026-08-11T16:41:00.000Z","Took $Ansem to the street I deserve an airdrop please 🙏🥺   D9L8Uhsrks9UhKD3ATyeTX43eiobW9VkEVYc2Xk5sdwF",""
"@A_2ice_","2QpikDKEmfZrwTY4WpTo5Hy44PtU75gu49pz5SwevZYy","TRUE","2026-08-12T04:26:00.000Z","2QpikDKEmfZrwTY4WpTo5Hy44PtU75gu49pz5SwevZYy",""
"@vh412k","HWaPTPBSeBWY2QBu6Cz3VGUs1r2qupg7CN5KXQN5tN8a","FALSE","2026-08-11T18:02:00.000Z","I support you   HWaPTPBSeBWY2QBu6Cz3VGUs1r2qupg7CN5KXQN5tN8a",""
"@cryptorboe","4Ra1ZT9cfF7giPSPNkCmZf5m2rAkHQRMSCPEp22hB6Hk","TRUE","2026-08-11T23:36:00.000Z","Really appreciate the opportunity. This would mean a lot to me 🙌  4Ra1ZT9cfF7giPSPNkCmZf5m2rAkHQRMSCPEp22hB6Hk",""
"@Raphmond_","3uYQW4KY9Et1krUnnTPsaf5fS5YFWT46rRHpHyEx4a4A","TRUE","2026-08-11T17:30:00.000Z","3uYQW4KY9Et1krUnnTPsaf5fS5YFWT46rRHpHyEx4a4A",""
"@vallerruyy_","H81oc3M2yVUemBZp7BHTkV46DF8zvHAwhAheXVP1tYN2","TRUE","2026-08-11T19:09:00.000Z","couldnt resist a $ANSEM giveaway   H81oc3M2yVUemBZp7BHTkV46DF8zvHAwhAheXVP1tYN2",""
"@Regularboy04","9YaKQDDqCih68iqiXoY2mTvcikWDmAgp2MYDT91KoAue","TRUE","2026-08-11T18:24:00.000Z","Following with Notis on  Can I win this ? Thank you @RadTrades_   9YaKQDDqCih68iqiXoY2mTvcikWDmAgp2MYDT91KoAue",""
"@Itsmeowluck","Fp8bMp1x4n7vCTTngCFdseu3q1eCn2mC8ZQx2Y7Y3ZPx","TRUE","2026-08-11T22:47:00.000Z","Thanks for blessing man , respect your kindness ❤️   Fp8bMp1x4n7vCTTngCFdseu3q1eCn2mC8ZQx2Y7Y3ZPx",""
"@Shadow_Zeiq","7FZLe6XUcob4bthcMZ6ex1maDBj41arDXN7u9ePnYmwg","TRUE","2026-08-11T22:53:00.000Z","7FZLe6XUcob4bthcMZ6ex1maDBj41arDXN7u9ePnYmwg  Thank you so much for this wonderful opportunity you have shared to the community.❤🎉",""
"@Ogeg_","7Uq8Hkk5CBJVGAPjCGkzQSar1u9khf5DAuMoUjsyVwhn","TRUE","2026-08-11T16:52:00.000Z","Thanks Rad  Wish me luck ♥️   7Uq8Hkk5CBJVGAPjCGkzQSar1u9khf5DAuMoUjsyVwhn",""
"@harryysol","DkSijKAGf1T2SZTeV3X1To3bZFjYAeVGidRXoWbYsNqu","TRUE","2026-08-11T21:56:00.000Z","thank you chad  DkSijKAGf1T2SZTeV3X1To3bZFjYAeVGidRXoWbYsNqu",""
"@Feigures","2TCpNo5QDDzREbCsMet57P3XavMgxLv8tdK6AGyV8rxX","TRUE","2026-08-11T16:47:00.000Z","2TCpNo5QDDzREbCsMet57P3XavMgxLv8tdK6AGyV8rxX  one of my many bullposts about solana:9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump check my page you’d see   nitter.net/feigures/status/208713… been holding for 41 days as well",""
"@28blocboy","2e5xsjYs9P5YZrA36FMRiBwc8A8G7EyzWn4iNBvjLe1i","TRUE","2026-08-11T21:03:00.000Z","I’ve been supporting to you for a year plus now, seeing you giving out to a lot of people.. I appreciate and God bless you for always showing love to the community… I’ve never won from you before always been patient, I hope this can be my first win from you. Thank you and Goodluck to everyone     2e5xsjYs9P5YZrA36FMRiBwc8A8G7EyzWn4iNBvjLe1i",""
"@ptrskrarum","Ct3WzKyyRq7KhM1xKZbgFizvgEzErmrpVjZwsGFHQiGw","TRUE","2026-08-11T16:56:00.000Z","Big love Rad   Ct3WzKyyRq7KhM1xKZbgFizvgEzErmrpVjZwsGFHQiGw",""
"@Mammoth_0x","GdSfvhvmAphmpPEk7gycPvtsea8No6TPjuSDv6sjL6Uo","TRUE","2026-08-11T20:10:00.000Z","I’ve held $ANSEM through red days  Never think of selling, i'm  optimistic about this one. Thank you @RadTrades_ ❤️🐂  GdSfvhvmAphmpPEk7gycPvtsea8No6TPjuSDv6sjL6Uo",""
"@kaponeOthello","84khGbmwF1GM94mMff1uCZWPXGunX8ypd2gY3G1L8hzi","TRUE","2026-08-11T19:07:00.000Z","84khGbmwF1GM94mMff1uCZWPXGunX8ypd2gY3G1L8hzi",""
"@unknwnchris","GsfgbKJtXDSggfgS4gdGURcPHBoipnP27doyqi5UrTKX","TRUE","2026-08-11T19:33:00.000Z","save me rad   GsfgbKJtXDSggfgS4gdGURcPHBoipnP27doyqi5UrTKX",""
"@omoadelion","7L3GRqzvdGXQMWL2LdVAzFRNGXQvSFZHijya8cdvF9nS","TRUE","2026-08-11T16:57:00.000Z","7L3GRqzvdGXQMWL2LdVAzFRNGXQvSFZHijya8cdvF9nS",""
"@Justosinofweb3","ZmFe33Fzz1abhTMxaJMMhXNaq5MPG2CjV8cUKMZtXFW","TRUE","2026-08-11T17:51:00.000Z","Hey 👋   ZmFe33Fzz1abhTMxaJMMhXNaq5MPG2CjV8cUKMZtXFW",""
"@Axelson142","HhQg1BsJdqwAV1PGmJzRx9W9rk1KDkhHgUCptXy8FkHj","TRUE","2026-08-11T17:09:00.000Z","HhQg1BsJdqwAV1PGmJzRx9W9rk1KDkhHgUCptXy8FkHj  Thank you",""
"@actvi3va","zUydCtHgKG8qiHtBURSXS8rqQjE9vbuLJzN34ebih4w","TRUE","2026-08-12T01:50:00.000Z","I’ve lost count of how many winners I’ve seen on my timeline. It’s honestly one of the reasons I keep believing my chance will come.  Been so always active for you legend  for you and I’ve always been a loyal supporter   Manifesting that I’ll be next  zUydCtHgKG8qiHtBURSXS8rqQjE9vbuLJzN34ebih4w",""
"@Cryptopian87","AX2bRNshMo2cArCdgcaJUunFxingarjyyMh7d2ChvYeu","TRUE","2026-08-11T16:50:00.000Z","AX2bRNshMo2cArCdgcaJUunFxingarjyyMh7d2ChvYeu",""
"@xSondor58","4GjWJYp3e8Sz9UcxuuMj3CTYynpioieu4GwWLYBiMYvg","TRUE","2026-08-11T17:13:00.000Z","Thank youuu  4GjWJYp3e8Sz9UcxuuMj3CTYynpioieu4GwWLYBiMYvg",""
"@saggzisback","Dvw1j1cnBdVtj4bi3zermCnzqgzbPyajxa861F6JdSF2","TRUE","2026-08-11T16:55:00.000Z","Bless me rad ..  Dvw1j1cnBdVtj4bi3zermCnzqgzbPyajxa861F6JdSF2",""
"@lizeth_0426","CWryFNG6yr27eF3WFobfeKedaZXrC68vr3Phhq7U3Ye8","FALSE","2026-08-12T11:36:00.000Z","Bless me with this oh Lord   CWryFNG6yr27eF3WFobfeKedaZXrC68vr3Phhq7U3Ye8",""
"@DawgPound1218","FTxrKCpfr12ugsCg9kc4yHKeV6cjHNNrmeQGcEdGXxTC","FALSE","2026-08-11T18:47:00.000Z","I will hold the BLACK BULL & protect the bag with EVERY OUNCE of ME! $Ansem  🐂   FTxrKCpfr12ugsCg9kc4yHKeV6cjHNNrmeQGcEdGXxTC",""
"@swagokala","6z6YJGn9iJgF3KPD8LzGryAupoH7jiDqoRCRWf9YqvD","TRUE","2026-08-11T17:36:00.000Z","6z6YJGn9iJgF3KPD8LzGryAupoH7jiDqoRCRWf9YqvD",""
"@Invarchc5","2HVVMvH6gNuMy1rrfTA8AcbLi35cpj4F3dt5wwurwLLU","FALSE","2026-08-12T13:14:00.000Z","Thank you so much   2HVVMvH6gNuMy1rrfTA8AcbLi35cpj4F3dt5wwurwLLU",""
"@Boy_daeniel","Ge49wWcRaG7iAB7ZFPUu7HkDgAhoqt9Ejewag8mZR1BL","FALSE","2026-08-11T18:42:00.000Z","Ge49wWcRaG7iAB7ZFPUu7HkDgAhoqt9Ejewag8mZR1BL   Drip with Faith.🙌",""
"@0xGKz","HsZNm1SfDmuDfoJyrV4TANcia6QNEzR41MDKe3Nybhrg","TRUE","2026-08-12T00:20:00.000Z","HsZNm1SfDmuDfoJyrV4TANcia6QNEzR41MDKe3Nybhrg",""
"@ArtemKovalevsk3","E5DnCgb69iRg9xTFSPvoCidYT8MsPysJx8ypBLs7M6fT","FALSE","2026-08-11T18:05:00.000Z","E5DnCgb69iRg9xTFSPvoCidYT8MsPysJx8ypBLs7M6fT",""
"@snipe_01_","2KXTgGaJPquAHCq6Dm99o3Aoas7sxaeBBTCpwKoBtQPy","FALSE","2026-08-12T02:22:00.000Z","Top me up Rad  2KXTgGaJPquAHCq6Dm99o3Aoas7sxaeBBTCpwKoBtQPy",""
"@Lerexbt","LereopRG3EfUzwzLpKnSmuNU1d27K4XgxCigRd6R5TE","TRUE","2026-08-11T16:38:00.000Z","LereopRG3EfUzwzLpKnSmuNU1d27K4XgxCigRd6R5TE  gimme",""
"@zer0_panic","3wPBTN8B4gqtSmUqQsuHqrCnKkjBBJbDhmHNj6gtDtU3","TRUE","2026-08-11T18:01:00.000Z","Thankyou goat🙌🏻🐐   3wPBTN8B4gqtSmUqQsuHqrCnKkjBBJbDhmHNj6gtDtU3",""
"@derekWeb3","9gMHTW5BouVcCm8Uzqnj2gnL3YxgpatSFncokK2iSzif","TRUE","2026-08-11T16:40:00.000Z","Me  SOL ADDY: 9gMHTW5BouVcCm8Uzqnj2gnL3YxgpatSFncokK2iSzif",""
"@lonerfrmdao","8BAeBcJMqp1h5ak2w6RcZr3F6gQkWvWZtKj3RKZFBTF5","TRUE","2026-08-11T16:45:00.000Z","Thank you goat 🤞  8BAeBcJMqp1h5ak2w6RcZr3F6gQkWvWZtKj3RKZFBTF5",""
"@dblezzz","iTiLp4VdK2urg31UZnBFdQRAoZxAvaBvhnUb8jQHBtW","TRUE","2026-08-11T17:24:00.000Z","iTiLp4VdK2urg31UZnBFdQRAoZxAvaBvhnUb8jQHBtW",""
"@unnimayaNavi","FUXX9cfNqwbxuCBcJb3w9PA4JGvwutgBqW21rQFp8YZ7","FALSE","2026-08-11T17:24:00.000Z","FUXX9cfNqwbxuCBcJb3w9PA4JGvwutgBqW21rQFp8YZ7",""
"@sniper_x07","7PBpNXJ2RVHgpGuet2qtKnLd7qoy6Xvj5WcuNGVAXTV9","FALSE","2026-08-11T17:41:00.000Z","7PBpNXJ2RVHgpGuet2qtKnLd7qoy6Xvj5WcuNGVAXTV9",""
"@Voxstry001","6pxbBiVCmi6y2iAS1WazhLcQzWxiWV6rbbpoaYTGKbMw","FALSE","2026-08-11T16:48:00.000Z","6pxbBiVCmi6y2iAS1WazhLcQzWxiWV6rbbpoaYTGKbMw       Imagine this is the entry I almost skipped, but somehow ends up being the one.",""
"@WhoCares_Visu","FFnCruKxhqRt4KXczu8qwGq8YtNQAGQBy3sEtMSwFuLp","TRUE","2026-08-11T16:38:00.000Z","M showing up here daily   FFnCruKxhqRt4KXczu8qwGq8YtNQAGQBy3sEtMSwFuLp",""
"@crypto_FAR","Ba5uEbFwNvbxy3YeDD2rBZ8N6DCXCfJyoaC6FBS69HkE","FALSE","2026-08-11T17:18:00.000Z","Still believe, I will win  Ba5uEbFwNvbxy3YeDD2rBZ8N6DCXCfJyoaC6FBS69HkE",""
"@0xMervin","Hn4pMnpTW9yJkjTDGVcPFpn1UJ72TDo54bjLQVKSuS1w","TRUE","2026-08-11T16:58:00.000Z","just imagine win $ANSEM  Hn4pMnpTW9yJkjTDGVcPFpn1UJ72TDo54bjLQVKSuS1w",""
"@Herrn18","ED5MPkd4vAtmW33fv9YQhYV5L46gaS73Po8VYmpnkJi4","TRUE","2026-08-11T16:38:00.000Z","ED5MPkd4vAtmW33fv9YQhYV5L46gaS73Po8VYmpnkJi4  Thanks you",""
"@parsa126128","AYvDVYu7wM22u4CA4ajLsK49t9GcxBkBuUM9QNipzwPG","FALSE","2026-08-12T15:07:00.000Z","Hope I win   AYvDVYu7wM22u4CA4ajLsK49t9GcxBkBuUM9QNipzwPG",""
"@TeGaReXx","7ALfVEht2qG7GmTn8JHArRqqkr2XmZrsB8ZdPprC7AAF","TRUE","2026-08-12T04:46:00.000Z","7ALfVEht2qG7GmTn8JHArRqqkr2XmZrsB8ZdPprC7AAF  Thank you 🙏",""
"@hunter_xzn","2Ga9wa9KmwwNZJMFCFwgts8tQAoyFiXb9VoDpEeFQJvz","TRUE","2026-08-11T18:50:00.000Z","Thank you rad!  2Ga9wa9KmwwNZJMFCFwgts8tQAoyFiXb9VoDpEeFQJvz   Manifesting my first ever $ANSEM airdrop",""
"@farhan_sheikh7","3RWpH7K8B2RbvWr2CpDMHjyp2MDTMYi7ScR6B82NmujJ","TRUE","2026-08-11T17:36:00.000Z","Bless me   3RWpH7K8B2RbvWr2CpDMHjyp2MDTMYi7ScR6B82NmujJ  $SOL",""
"@Dontbelike_folu","7jR8UWV2AXNeq9U3aFVx1Ev81xnF5xupZhoR3MkNVBmY","TRUE","2026-08-11T18:03:00.000Z","Thank you rad   7jR8UWV2AXNeq9U3aFVx1Ev81xnF5xupZhoR3MkNVBmY",""
"@kwinkys","9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump","TRUE","2026-08-11T16:54:00.000Z","Lets goo for solana:9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump   EyvU8b95EkwxxRhKT6USqFiejpV1LDgLvMhdkVHqTMN",""
"@RaqibulHossain","DSWq2WHB6dU7fyUC1uUkBawSvNwyyNBmWeFjGsaiS5Tq","FALSE","2026-08-11T17:11:00.000Z","DSWq2WHB6dU7fyUC1uUkBawSvNwyyNBmWeFjGsaiS5Tq  Thanks",""
"@Baxt38000","5nad5Lq2GrerkjToLzRTzUwTcd7Pq1WFE7vCP92QMjNF","TRUE","2026-08-11T17:19:00.000Z","5nad5Lq2GrerkjToLzRTzUwTcd7Pq1WFE7vCP92QMjNF",""
"@exacobain69","8QomJttKB4Me7iSxeNhiBw9XGhexdFRvAEEvNCTBoJWQ","TRUE","2026-08-11T16:39:00.000Z","8QomJttKB4Me7iSxeNhiBw9XGhexdFRvAEEvNCTBoJWQ  Can i get bro?",""
"@MARA_SUIG","6kxR8uVx3zdC6wLbaAqqkmR6wFSU4kc75qATGdTpTBNU","FALSE","2026-08-11T17:15:00.000Z","6kxR8uVx3zdC6wLbaAqqkmR6wFSU4kc75qATGdTpTBNU",""
"@rivenfade","929i74APru1G2aSfXqrcgyJvZ3eD5UtMbtN1n5JBAE3f","TRUE","2026-08-11T18:40:00.000Z","Maybe never Lucky   929i74APru1G2aSfXqrcgyJvZ3eD5UtMbtN1n5JBAE3f",""
"@LydiaOkeme","AJbg1tjH6oJ17SpvS7bxL1wf1Uq9A5VMtyxsrQNWnNr3","FALSE","2026-08-11T17:16:00.000Z","AJbg1tjH6oJ17SpvS7bxL1wf1Uq9A5VMtyxsrQNWnNr3",""
"@Big_Metta","9cYQ8Ys4eqcFocsSiyKptWcu22wyDBLcQF2hSG7gqcW5","TRUE","2026-08-11T17:17:00.000Z","Here's my addy   9cYQ8Ys4eqcFocsSiyKptWcu22wyDBLcQF2hSG7gqcW5  Thanks man",""
"@AyomideTheGuru","AmY384Cbf3aKm2bxNztkL4udTGMdk22NQpkjVxguCKQh","TRUE","2026-08-11T16:57:00.000Z","please @RadTrades_  i’m active  AmY384Cbf3aKm2bxNztkL4udTGMdk22NQpkjVxguCKQh",""
"@roshekidd","82wsM4eQpTe15qrLs7Uj78ATXggKynsUEuU3eW3aLmo6","TRUE","2026-08-11T16:57:00.000Z","Ngl this will make my month already   82wsM4eQpTe15qrLs7Uj78ATXggKynsUEuU3eW3aLmo6   Thank you",""
"@H3R1114N","9PMZAbPGRW7jaZYQiYddVuFJxWbhCxSHC7e94HU5LZzA","TRUE","2026-08-11T16:39:00.000Z","9PMZAbPGRW7jaZYQiYddVuFJxWbhCxSHC7e94HU5LZzA  Thank you",""
"@faqodfaaaz","2VLreF6ZrPEMEULreLLytk6tw5NUSTdDNKgrcPQbTUuE","FALSE","2026-08-12T06:28:00.000Z","2VLreF6ZrPEMEULreLLytk6tw5NUSTdDNKgrcPQbTUuE  thank you for your good chance",""
"@christianah404","AuM8rJhPLPoNiicuiAQFkshkytmPVZv6yRfSE4EKCUSH","TRUE","2026-08-11T16:46:00.000Z","send me some @RadTrades_   AuM8rJhPLPoNiicuiAQFkshkytmPVZv6yRfSE4EKCUSH",""
"@joseoneth","EuAdB6A5AksrvSP6k1ncyCvxxrjGkLTv7STZzVfgz1q9","TRUE","2026-08-11T17:06:00.000Z","Thanks for all the support @RadTrades_  Ready to bagwork $ANSEM  EuAdB6A5AksrvSP6k1ncyCvxxrjGkLTv7STZzVfgz1q9",""
"@loxdotsol","GvmkJNRmhgNWy5revZNxU4KFy1YZH1a1ZdVRnkT14GEr","TRUE","2026-08-11T16:40:00.000Z","GvmkJNRmhgNWy5revZNxU4KFy1YZH1a1ZdVRnkT14GEr  Thanks",""
"@Okpunyifavour","HmRY16Y6meAKNjiU4Wcc5k32fk1vKwbeuocmzajwBF4n","FALSE","2026-08-11T19:34:00.000Z","I know one day I will know how a 🏆 win looks like. I will just keep showing up one day. Thank you king 👑 for always giving back to your actives.  Respect 🫡   HmRY16Y6meAKNjiU4Wcc5k32fk1vKwbeuocmzajwBF4n",""
"@Fwjaquez","DnmqMgikhVKakQGCLLLVJn4WLt4AqiLBDgmvq31SbgjT","FALSE","2026-08-11T17:14:00.000Z","Would love to be your first holder  DnmqMgikhVKakQGCLLLVJn4WLt4AqiLBDgmvq31SbgjT",""
"@wistin01","5cSDhi9gQvgiRmWYVg2uLT8zHAKAcN8H539bZC93RxaG","TRUE","2026-08-11T16:40:00.000Z","5cSDhi9gQvgiRmWYVg2uLT8zHAKAcN8H539bZC93RxaG  I believe 1 solana:9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump will reach and surpass $5 , I’ll be holding as much $ANSEM as possible   thank you Rad",""
"@Muchas_Graci45","EjoxxBfEXiT8HqQv729Z8bEu6j1JMi2iJE5izsVEmVHF","FALSE","2026-08-11T23:42:00.000Z","EjoxxBfEXiT8HqQv729Z8bEu6j1JMi2iJE5izsVEmVHF",""
"@Patzifier","HzoKxs4mxedjTBE3CiJeF45zzfNUAWE8dNKp1HAbkVMy","FALSE","2026-08-11T17:16:00.000Z","HzoKxs4mxedjTBE3CiJeF45zzfNUAWE8dNKp1HAbkVMy  🐐🐐🐐",""
"@jeremyguych1l","7YAkym2i7RdkQoNHboDRgmzcY5yunBExE8XZAgAHJEHW","FALSE","2026-08-11T17:11:00.000Z","7YAkym2i7RdkQoNHboDRgmzcY5yunBExE8XZAgAHJEHW  always support you",""
"@meharg50","s2TsxGGS81fxPHXVmkrcGF5XC6335zntyTVc62Zbaxz","FALSE","2026-08-11T16:51:00.000Z","ALWAYS SPORT YOU BUTT NEVER WIN   s2TsxGGS81fxPHXVmkrcGF5XC6335zntyTVc62Zbaxz",""
"@0viemuno","4zqGP6qKpgEpaeaBGKboWsVGT4v2Yzbo1fBa9T1dNADb","FALSE","2026-08-11T16:48:00.000Z","4zqGP6qKpgEpaeaBGKboWsVGT4v2Yzbo1fBa9T1dNADb",""
"@Tessymanny","6Ju3BwoPkiFnr4tgifAhYqm2QzerZ2kHhF6y5wMkUXHW","FALSE","2026-08-11T17:23:00.000Z","6Ju3BwoPkiFnr4tgifAhYqm2QzerZ2kHhF6y5wMkUXHW",""
"@iyandahodl","EiKpLissnEwix9wz5yNUDWs9Yw6ro2f1YThXFiySRv8P","TRUE","2026-08-11T20:11:00.000Z","Been following you for a long while now… always waiting for the day you see me.. can you bless me with first win OG.  EiKpLissnEwix9wz5yNUDWs9Yw6ro2f1YThXFiySRv8P",""
"@Gazaliir","7a1eNA69LqMNPrF33fuQixxKzDB3yWC5L2fnxxoNDTSN","FALSE","2026-08-12T00:03:00.000Z","7a1eNA69LqMNPrF33fuQixxKzDB3yWC5L2fnxxoNDTSN",""
"@SahrulHuda48156","ApyfESFkAKZAWE99A11bH1PBu4Z43aEHNrjDHiy3eFW9","FALSE","2026-08-11T23:32:00.000Z","ApyfESFkAKZAWE99A11bH1PBu4Z43aEHNrjDHiy3eFW9",""
"@0xRennnn","9xCoxmCPBZwPR6KJK3DFmZ9nXFKCL3qWMQKkZRUpCbF","FALSE","2026-08-11T17:18:00.000Z","9xCoxmCPBZwPR6KJK3DFmZ9nXFKCL3qWMQKkZRUpCbF",""
"@RexxieXBT","97YW1BU8A5oohJqKNTTgTgnw1u2dd2MAJ2E2t1Wg5toM","FALSE","2026-08-11T17:23:00.000Z","Thanks Rad  97YW1BU8A5oohJqKNTTgTgnw1u2dd2MAJ2E2t1Wg5toM",""
"@_theyfwola","7sC42Y4yRMEyaBm3o7v2FWctGpJW1hr4Qmek7yj4Vjgb","FALSE","2026-08-11T17:25:00.000Z","Would love to hold more $ANSEM  THANKS RAD   7sC42Y4yRMEyaBm3o7v2FWctGpJW1hr4Qmek7yj4Vjgb",""
"@vvinjutaan","5ECNfcBPyJpMxxLaF9H237XxfouuwWxPvB5RJSno6JcR","FALSE","2026-08-11T18:49:00.000Z","5ECNfcBPyJpMxxLaF9H237XxfouuwWxPvB5RJSno6JcR",""
"@DelnFin","5QXsCtdbnnwDpjRgKRyT1jQjuNPv8Kyc8gSnfkr1uH59","FALSE","2026-08-11T17:18:00.000Z","5QXsCtdbnnwDpjRgKRyT1jQjuNPv8Kyc8gSnfkr1uH59  🙌💵💵",""
"@MaherZweb","R33GnyZNuddWLPpPng2GxR2k4hCQiZANeJXdC9bJfEN","FALSE","2026-08-11T23:28:00.000Z","R33GnyZNuddWLPpPng2GxR2k4hCQiZANeJXdC9bJfEN",""
"@BryanOBrien1028","AU6b6BGqzCRQnznEK8ZxLrEKz5akU7L3FVGep1sE9LuJ","FALSE","2026-08-11T17:41:00.000Z","Choose me and you'll never regret 🫡  AU6b6BGqzCRQnznEK8ZxLrEKz5akU7L3FVGep1sE9LuJ",""
